platform,split,topology,rows,cols,pe_count,sqrt_pe,seed,attempted,route_ok,error_stage,period_min_ns,fmax_mhz,critical_path_delay_ns,setup_violations,hold_violations,max_slew_violations,max_fanout_violations,max_cap_violations,drc_count,total_cells,dff_cells,cell_area_um2,wire_length_um,gds_sha256,odb_sha256,spef_sha256,netlist_sha256,elapsed_sec
nangate45,discovery,local,5,5,25,5.0,11,True,True,,1.51,663.77,1.7072,0,0,0,0,0,0,17039,1411,36302.616,222507.0,bba42e396b4022e4c312779918eac4598544dc8b4ac0f0b3abe92d697bda49e2,947eb797a0cbaad07ca090af0c9c7086133237a7e7a04a6a44c6f189282870f5,040f9d355b88de54e37a6dcafd0b37bd3fa2031bfa1d50f3f10d2c6778404ce1,87f306f1bc9fb887ccb0558870de54c2681cd66d35de6bfac16b20b47b68c991,398.2628791332245
nangate45,discovery,local,7,7,49,7.0,11,True,True,,1.52,657.18,1.7702,0,0,0,0,1,0,33136,2743,70919.324,474502.0,02840cd6769590916159216c6eda85943855b5236b0e3f41b057a419c4c06c44,659c2a359167cf264608a8076471599ca63544c69388bd95515c2e1e1545856a,63b8e143d63fc8fe121544a89cb31b8f05042723a23d4e959fc0b749312f3ea5,0d69dbdc96689dd529ad5c24e44f30ddbec69cc942fef547ae7214ff5cbbe28b,736.6867218017578
nangate45,discovery,local,2,4,8,2.8284271247461903,29,True,True,,1.42,702.23,1.5558,0,0,0,0,0,0,5672,485,12000.058,64344.0,f51c3b705568c8c9d1d1c78dbfca3e8c3e694a4dc01aecc44866034a7cab5a5a,5f95df7d4be92563ff863e459fe7fd312cc93a73c11808febc2a54aa1cf9efe1,c836fe2173976dc691f415b77bbbf73074f280fcaca304f71524a75013ef903d,3bb58a50b09bec5b129e426ed481dda0ff53e41616a97b6d22c8e1062a96dd9b,210.59771752357483
nangate45,discovery,local,4,2,8,2.8284271247461903,29,True,True,,1.48,676.76,1.6016,0,0,0,0,0,0,5564,473,11786.992,64091.0,96633a16dfa581ef5b3ab174f36c011733da0fa847d4e719cfbf70ab192c58d7,10ebfae9c7add44dc210f8ddd75fb27287b12c6cbe3995c2e6133712b3e550c0,140d5d5161216f86da8257b2321745a8a4e42cf0dbeff41b7a48c6d30df68386,39cbbdde6484ece1cddbe1b1c50322c6e20c3934fa2fd6170170d2606604e3f4,205.51750946044922
nangate45,discovery,local,3,6,18,4.242640687119285,29,True,True,,1.56,640.53,1.7377,0,0,0,0,1,0,12542,1076,26722.626,162498.0,1e09b7358be857203e443e9c560b7605d8bc11b2a3e1df310135b7a72fe8cfa8,b1ed1ccbecc94d384577cba93210343d683247fac835e81fcd7613f311f51f0d,fee321511c110e9ce3f33b0a5ee18e6d68b56648e761af23781da9c60396a07f,bbeb294e78adc96a26b22040863ad051212900fa99bd64b045faeb871ea27e23,414.3665280342102
nangate45,discovery,local,6,3,18,4.242640687119285,29,True,True,,1.47,681.83,1.6419,0,0,0,0,0,0,12285,1050,26298.356,152070.0,91ff98253abed5d83fa9c97f05cff906de66671206c177b19f91506e8026bf4f,18196b30ab5edebe5ca9ef2c87fe360b28c25cf94826e84265c2c6c84263bbad,ca870cea1e0fa3d700b385b82fc3850a9a3d67f0f87da44df4d4437adfe51480,efcc7bb9657c4ea863469ca125d47821742cd1036412dbafbb32b84be44cdeed,413.61477065086365
nangate45,discovery,local,5,5,25,5.0,29,True,True,,1.51,660.58,1.7129,0,0,0,0,0,0,17039,1411,36302.616,222691.0,cd9520e8b9e614e2bf26a22e594aa93b9b0dbce82c49ac6174d5765879474351,7bb1512b0647163ab5d0f32381f4bb5b512dc0e3d65597c9805e6fdfcbfc25ee,5d14f75d626937e67c729663a1619d950d09877996471077cd75e7cb41a3da54,b2045bddf7cf680bd5e91034d0bc5c93e6a502bcbb21aa3b4237b613b0a933a5,523.3901500701904
nangate45,discovery,local,7,7,49,7.0,29,True,True,,1.53,653.67,1.7852,0,0,0,0,1,0,33136,2743,70919.324,474748.0,5782a4c59befa1de254b71e74e809cc53db6b96e6f77d141045db6d21ac0a235,ede7736749b432071722da3402fa9bb1ffff073937cce361628a43a54bd2255c,c907257985ec7d63b31dea820f2cb11870b74a3c3f99efd9236fc86f507cd0cf,5c0de78fee31798e31b525003f5d72e696dbf7aa18794fd846967167ce8d9183,982.6765010356903
nangate45,discovery,local,2,4,8,2.8284271247461903,47,True,True,,1.42,704.72,1.5481,0,0,0,0,0,0,5672,485,12000.058,63977.0,58b1ba8bc20de95484297d4abd09ae45a066ebdbfec0c80236b89415607fb049,81a0a59e543689ee68eeb8c4dec6547f20d5d67dc6fdd7478a14405f72d186e4,ee888ad63e8f25b827b7b90d22b80d376d1f178e56ee7162c5bff736ef07d1a9,ea1634e9458e31b2bb6dfcfdec5986664370946f83b382a5d3953ef68996bc9a,198.74684405326843
nangate45,discovery,local,4,2,8,2.8284271247461903,47,True,True,,1.49,670.9,1.6134,0,0,0,0,0,0,5564,473,11786.992,64636.0,9e33b34de5bf35e176b9d552f8c7d38ee831bab7d707ca3b0fb0b323f24214c8,7239a3beba8956770c46b1518daea9c1ebe692cfc32fc378c1e7676f70de051f,2d849d91feb8107c3da30eb0074da0b733cd3a44ba43586effa96901dafe775c,cee50a363dbbef41ab25456f0d2e46be16142668445794583aaeb12a08204ed7,199.04170680046082
nangate45,discovery,local,3,6,18,4.242640687119285,47,True,True,,1.6,625.32,1.7719,0,0,0,0,0,0,12542,1076,26722.626,158513.0,1b34247419320cd442207023d66f6f34c81fb1782072dd6217923125e465cdf7,3a8b2bcbfefa3fa4ce0857004fec744a3338bf64119a3db7b86b3104685bef7c,b967c33d2acf59426dc035baad3793b85082a2e065d7d4fc69feddf3d503ff51,9d757ad31826539dca9e575bfc654f7a64312d2a02e824c208a00c54d8395fe6,409.6999430656433
nangate45,discovery,local,6,3,18,4.242640687119285,47,True,True,,1.47,679.44,1.6398,0,0,0,0,0,0,12285,1050,26298.356,150619.0,d17b792baec7f6f583a57962ef36da92d70d9f7f81166d253533716d60602ca5,31080dce195296512efe1c100fd1dc6ce1b88e4f5d7a748cb418d71855b6ea02,69479cd86474bf20bdc5bf898946ce978ab59ceaea49d3c5a9bd5a27ec04d2de,67da9d608ed24653cb926c986d7e0e9900b643fec321a5e2516eab44a65e1851,409.47840571403503
nangate45,discovery,local,5,5,25,5.0,47,True,True,,1.5,665.53,1.6999,0,0,0,0,0,0,17039,1411,36302.616,223824.0,850c37bd5cd8194967ab6d4da6cd55eedcb76441814f0aaaf66fc187a7c41a23,77f4a00991093d52ca5ab0430ae04c7cbe7f5040d18eb010323c0c461d67371a,67376c2da2ff0b98107765f01184f39a2e649ec9008967a972fa3bc840a936d7,ef36b57759139b2bf593dfba9578c00566d6fb14c3609391966e1a0982eab03c,519.5953478813171
nangate45,discovery,local,7,7,49,7.0,47,True,True,,1.52,659.82,1.765,0,0,0,0,0,0,33136,2743,70919.324,473371.0,c51078d1b87feab5ef5b4378b5311ee105e623c104db2c94b6d9b8c49c857989,acbce949fe22df30dd4a8c147d87d5a98194f96eeabe84531e9271d4b1efd6e4,9e9934b3f9374ebb2e7cac307fcb35d79e80bcc2c03a4256a5ed51241de4ca15,a7590c71332fef458cf4b7607a46cae38509b9edccd9b4d37b15c6897ab8303e,991.7950043678284
sky130hd,bridge,broadcast,2,4,8,2.8284271247461903,11,True,True,,7.2,138.98,7.706,0,0,0,0,0,0,4674,301,51580.72,124098.0,42bd70c46d67ff09bc79e47031483afa578f1ce1f3ad59b95fb0e9febc216aed,9f8b96fe4dcb76baa32f60d5ac0dfa72fcd98dfb1ea6215e5203ca7bb4029d6b,712416431bb1a6b72ee216cfe6730c86499db0ebf05532d2e6bcfa2c0f0d01e4,78a252c8c74a086e306651d2d386f7dbdb8a9454d2cb95b038410840d00a0486,302.48826837539673
